url,title,published_date,is_adverse,is_adverse_reason,risk_category,risk_explanation,risk_snippet,priority_level,confidence_score,has_fraud,has_litigation,has_insolvency,has_regulatory_action,author,keywords,source_query,is_subsidiary_parent_company,is_subsidiary_parent_company_reason,content_length,event_timeline
https://economictimes.indiatimes.com/industry/services/retail/adani-group-shelves-super-app-adani-one-ambitions-amid-mounting-losses-internal-strain-gautam-adani-news/articleshow/122859866.cms,Adani Group shelves super app ambitions amid mounting losses in digital ...,2025-07-23,Negative,"The article details the failure of a major digital initiative by Adani Enterprises Ltd, including financial losses, missed targets, internal disputes, and executive departures, all of which are adverse developments for the company.",Operational,"Adani Enterprises Ltd's digital unit, Adani Digital Labs, faced mounting financial losses and internal mismanagement, leading to the shelving of its super app initiative, Adani One. The project failed to meet user acquisition targets, and the Chief Digital Officer resigned amid an internal probe, indicating operational and reputational risks.","Chief Digital Officer Nitin Sethi, who was overseeing the unit recently quit amid an 'internal probe into mismanagement of the business', along with several employees, the Bloomberg report added.",Medium,0.9,False,False,False,False,ET Online,"Adani Enterprises Ltd, Adani One, digital unit losses, super app, internal probe, executive resignation, user acquisition failure",Adani Enterprises Limited adverse news,True,"The article discusses both Adani Group and Adani Enterprises Ltd, with the digital unit (Adani Digital Labs) under Adani Enterprises Ltd being directly impacted, and the parent company's strategic direction affecting the subsidiary.",77063,Launched December 2022; shelved July 2025
https://www.bloomberg.com/news/articles/2025-07-23/adani-pulls-back-from-super-app-plan-as-losses-mount-fires-executives,"Adani Pulls Back From Super App Plan as Losses Mount, Fires Executives ...",2025-07-23,Negative,"The article reports that Adani Enterprises is abandoning a major digital initiative due to financial losses and has fired executives, which is a clear negative operational and reputational event.",Operational,"Adani Enterprises is pulling back from its super app ambitions due to mounting losses and has fired executives, indicating operational and strategic setbacks.",Adani Retreats From Super App Ambitions as Digital Unit Falters,Medium,0.85,False,False,False,False,Bloomberg,"super app, digital unit, losses, executive firings, Adani Enterprises, strategy retreat",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises' own digital unit and its strategic retreat, not on a parent company issue.",9709,2025-07-23 to 2025-07-24
https://www.moneycontrol.com/news/business/companies/adani-group-seeks-competition-commission-s-nod-to-acquire-jaiprakash-associates-13309788.html,Adani group seeks Competition Commission's nod to acquire Jaiprakash Associates,2025-07-22,Neutral,"The article reports on Adani Enterprises Ltd seeking regulatory approval to acquire Jaiprakash Associates, which is undergoing insolvency. There is no negative or positive sentiment expressed regarding Adani Enterprises; the tone is informational and does not indicate any adverse event or outcome.",Other,,,,0.0,False,False,False,False,PTI,"acquisition, Competition Commission, Jaiprakash Associates, Adani Enterprises, insolvency resolution, infrastructure",Adani Enterprises Limited adverse news,False,"The article discusses Adani Enterprises Ltd (AEL) directly as the acquirer in the proposed transaction, not as a consequence of a parent company event.",48733,
https://www.thehindubusinessline.com/markets/stock-markets/adani-enterprises-shares-fall-097-after-its-exit-from-awl-agri-business/article69826579.ece,Adani Enterprises shares fall 0.97% post exit from AWL Agri Business,2025-07-18,Negative,"The article reports a decline in Adani Enterprises' share price following the announcement of its exit from a major business segment, indicating a negative market reaction and potential strategic risk.",Strategic,"Adani Enterprises' share price fell 0.97% following the announcement of its complete exit from AWL Agri Business Limited (formerly Adani Wilmar Limited). The exit marks the conglomerate's complete withdrawal from the edible oils and food products business, which could be perceived as a strategic contraction or loss of diversification, potentially impacting future revenue streams.","Adani Enterprises Limited shares declined 0.97 per cent to ₹2,591.10 on Friday morning after the company announced its complete exit from AWL Agri Business Limited (formerly Adani Wilmar Limited) through a series of transactions worth ₹15,729 crores.",Low,0.7,False,False,False,False,BL Mumbai Bureau,"share price, divestment, AWL Agri Business, Adani Wilmar, strategic exit, stock market",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises Limited and its direct actions and market response, with no mention of parent company impact.",30470,"July 17-18, 2025"
https://www.telegraphindia.com/business/adani-exits-edible-oil-business-and-wilmar-venture-nets-rs-15729-crore-to-cut-debt-prnt/cid/2113770,Adani Enterprises Ltd | Adani exits edible oil business and Wilmar ...,2025-07-18,Neutral,"The article reports on Adani Enterprises Ltd's strategic exit from the edible oil business, raising significant funds to reduce debt. There is no indication of financial distress, regulatory action, or negative market reaction; the tone is factual and highlights a business pivot and deleveraging.",Other,,,,0.0,False,False,False,False,Our Special Correspondent,"stake sale, business divestment, debt reduction, Adani Wilmar, edible oil exit, Adani Enterprises",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises Ltd's direct business decision to exit the edible oil business and sell its stake in Adani Wilmar Ltd, with no parent company (Adani Group) event impacting the subsidiary.",42076,
https://www.oneindia.com/india/adani-enterprises-exits-awl-agri-business-limited-012-7803789.html,Adani Enterprises Completes Exit From AWL Agri Business Limited,2025-07-17,Neutral,"The article reports on Adani Enterprises' strategic exit from AWL Agri Business Limited, describing it as a business decision with no negative or positive sentiment expressed; no adverse events, litigation, or regulatory actions are mentioned.",Other,,,,0.0,False,False,False,False,Oneindia Staff,"stake sale, joint venture exit, Wilmar International, Adani Wilmar, strategic realignment, agri business",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises Limited's direct business decision to exit AWL Agri Business Limited, with no parent company (Adani Group) impact discussed.",31586,"2025-01 (initial stake sale), 2025-07-17 (final exit announcement)"
https://www.fortuneindia.com/markets/adani-group-to-exit-wilmar-joint-venture-inks-7150-cr-deal-to-sell-20-stake/124948,"Adani Group to exit Wilmar joint venture, inks ₹7,150 cr deal to sell ...",2025-07-17,Neutral,"The article describes a planned and strategic exit by Adani Enterprises from the Adani Wilmar joint venture, resulting in significant capital inflow and a positive market reaction. There is no indication of financial distress, regulatory action, or negative sentiment; the tone is factual and business-focused.",Other,,,,0.0,False,False,False,False,Chitranjan Kumar,"stake sale, joint venture exit, Adani Wilmar, Adani Enterprises, FMCG divestment, Wilmar International, capital raising",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises Ltd and its direct subsidiary Adani Commodities LLP, detailing a strategic business transaction (stake sale and exit from a joint venture) with no parent company (Adani Group) risk transmission.",16440,
https://www.financialexpress.com/business/industry-adani-group-nears-full-exit-from-awl-agri-unlocks-massive-cash-windfall-details-here-3917693/,"Adani Group nears full exit from AWL Agri, unlocks massive cash windfall – Details here",2025-07-17,Positive,"The article reports that Adani Enterprises is set to unlock a significant cash windfall (Rs 15,729 crore) by exiting AWL Agri Business, which is a positive financial development for the company.",Other,,,,0.0,False,False,False,False,FE Business,"stake sale, AWL Agri Business, Adani Enterprises, cash inflow, Adani Wilmar, divestment",Adani Enterprises Limited adverse news,False,"The article is primarily about Adani Enterprises Ltd's (AEL) exit from AWL Agri Business (Adani Wilmar), directly involving the subsidiary/target company and its wholly owned subsidiary ACL, with no negative or parent-only impact.",39245,
https://www.ndtv.com/topic/adani-enterprises-limited-news,Adani Enterprises Limited News - NDTV.com,2025-07-09,Positive,"The articles highlight successful fundraising activities by Adani Enterprises Limited, including a fully subscribed NCD issue and a completed $500 million equity raise, which are positive financial developments for the company.",Other,,,,0.0,False,False,False,False,Indo-Asian News Service,"NCD issue, funding round, bond issuance, Adani Enterprises, capital raising",Adani Enterprises Limited adverse news,False,"The articles are directly about Adani Enterprises Limited and its own business activities, with no indication of parent company issues impacting the subsidiary.",19854,
https://www.fortuneindia.com/enterprise/preposterous-adani-group-junks-hindenburgs-latest-allegations-about-310-mn-frozen-swiss-bank-funds/118417,'Preposterous': Adani Group junks Hindenburg's latest allegations about ...,2025-07-01,Negative,"The article covers serious allegations of money laundering and securities forgery involving Adani Group, with direct reputational and regulatory risk for Adani Enterprises Limited, despite the company's denial.",Reputational,"The article discusses new allegations by Hindenburg Research that Swiss authorities have frozen $310 million in Adani Group's Swiss bank accounts as part of a money laundering and securities forgery probe. Although Adani Group denies the allegations, the claims are serious and have reputational and regulatory implications, especially given ongoing SEBI investigations and previous allegations of stock manipulation and fraud.","""Hindenburg Research, which claimed that Swiss authorities have frozen assets worth $310 million across the company's Swiss bank accounts... as part of a 'money laundering and securities forgery probe' into the Adani group""",High,0.85,True,False,False,True,Fortune India,"Hindenburg Research, Swiss bank accounts, money laundering, regulatory probe, SEBI investigation, Adani Group, reputational risk",Adani Enterprises Limited adverse news,True,"The article discusses allegations and regulatory probes against Adani Group, which have direct reputational and regulatory impact on Adani Enterprises Limited as a flagship entity within the group.",6204,Allegations surfaced July 2025; probe dates back to 2021; previous Hindenburg reports in January 2023 and August 2024; SEBI investigation ongoing.
https://timesofindia.indiatimes.com/business/india-business/adani-enterprises-bond-plans-draft-filed-for-rs-10-billion-issue-greenshoe-option-of-rs-5-billion-included/articleshow/122152456.cms,Adani Enterprises bond plans: Draft filed for Rs 10 billion issue; Greenshoe option of Rs 5 billion inclu,2025-06-30,Positive,"The article reports on Adani Enterprises' plans to raise funds through a new bond issue following a successful previous offering, and highlights a significant increase in net profit, indicating positive financial momentum.",Other,,,,0.0,False,False,False,False,TOI Business Desk,"bond issuance, fundraising, retail bonds, financial performance, profit growth, Adani Enterprises",Adani Enterprises Limited adverse news,False,"The article is focused solely on Adani Enterprises Limited's bond issuance plans and financial performance, with no mention of parent company issues impacting the subsidiary.",109462,
https://m.economictimes.com/markets/stocks/news/stocks-in-news-torrent-pharma-tata-steel-adani-enterprises-ntpc-green-asian-paints-hal/articleshow/122149738.cms,"Stocks in news: Torrent Pharma, Tata Steel, Adani Enterprises, NTPC Green, Asian Paints, HAL",2025-06-30,Negative,"The article highlights ongoing regulatory scrutiny by the US SEC involving Adani Enterprises' leadership, which poses a reputational and regulatory risk to the company.",Regulatory,The article reports that the US SEC has filed a status update with a federal court in New York regarding ongoing efforts to serve legal documents to Gautam Adani and his nephew Sagar in connection with a civil securities case. This ongoing SEC scrutiny presents a regulatory and reputational risk for Adani Enterprises.,"The US SEC has filed a status update with a federal court in New York, detailing its ongoing efforts to serve legal documents to billionaire Gautam Adani and his nephew Sagar in connection with a civil securities case filed last year.",Medium,0.85,False,False,False,True,ETMarkets.com,"SEC scrutiny, regulatory action, Adani Enterprises, US court, Gautam Adani, securities case",Adani Enterprises Limited adverse news,True,"The SEC action is directed at Gautam Adani and his nephew, but the article specifically lists Adani Enterprises as being in focus due to this development, indicating a direct impact on the company through its leadership and potential regulatory exposure.",95057,
https://www.logisticsinsider.in/adani-enterprises-eyes-airport-business-demerger-secures-1-billion-for-mial-expansion/,"Adani Enterprises Eyes Airport Business Demerger, Secures $1 Billion for MIAL Expansion",2025-06-26,Positive,"The article highlights Adani Enterprises' strategic move to demerge its airport business, successful securing of $1 billion in financing for Mumbai International Airport, strong financial performance, and ambitious growth plans, all of which are favorable developments for the company.",Other,,,,0.0,False,False,False,False,Sandhya Jha,"demerger, airport business, MIAL expansion, project finance, corporate restructuring, Adani Enterprises, aviation infrastructure",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises and its direct subsidiary Adani Airport Holdings Ltd, with clear operational and financial developments directly tied to Adani Enterprises.",190531,
https://www.theweek.in/news/biz-tech/2025/06/24/adani-group-has-never-backed-down-gautam-adani-addresses-do-j-sec-allegations-at-agm.html,'Adani Group has never backed down': Gautam Adani ... - The Week,2025-06-24,Negative,"The article covers serious ongoing legal and regulatory investigations into alleged bribery and fraud involving the Adani Group, with direct mention of Adani Enterprises and its subsidiaries, posing significant legal and reputational risks.",Legal,"The article discusses ongoing US Department of Justice (DoJ) and SEC allegations of bribery and fraud involving Adani Group, with explicit mention of Adani Enterprises and its unit, Adani Airports Holdings Ltd. While the chairman denies wrongdoing and no charges have been filed, the ongoing investigations and high-profile allegations present significant legal, regulatory, and reputational risks to Adani Enterprises.","the November 2024 indictment by the US Department of Justice (DoJ) against him and eight others regarding an alleged ₹21,000-crore bribery and fraud scheme in relation to Adani Green Energy... we faced allegations from the US Department of Justice and the SEC relating to Adani Green Energy",High,0.9,True,True,False,True,The Week News Desk,"DoJ investigation, SEC allegations, bribery, fraud, Adani Enterprises, Adani Group, regulatory risk",Adani Enterprises Limited adverse news,True,"The article discusses allegations and investigations at the Adani Group level, but explicitly mentions Adani Enterprises and its unit (Adani Airports Holdings Ltd), indicating that the parent company’s legal troubles and reputational risks have a direct and material impact on the subsidiary.",10486,"Indictment in November 2024; AGM and public response June 24, 2025; ongoing investigations"
https://www.business-standard.com/companies/news/gautam-adani-fcpa-us-bribery-case-response-agm-2025-125062400415_1.html,"No one from Adani Group charged under US FCPA, says Gautam Adani at AGM",2025-06-24,Negative,"The article details serious ongoing legal and regulatory investigations into alleged bribery and fraud involving Adani Group leadership, which pose significant legal and reputational risks to Adani Enterprises Limited.",Legal,"The article discusses ongoing US Department of Justice and SEC charges against Gautam Adani and senior executives, including allegations of a $265 million bribery scheme, FCPA violations, securities fraud, and wire fraud. Although Adani Group denies the allegations and no one has been formally charged yet, the existence of such high-profile investigations and legal proceedings presents significant legal, regulatory, and reputational risks to the group and its subsidiaries, including Adani Enterprises.","Gautam Adani, along with several senior executives, faces charges in the US for allegedly orchestrating a $265 million bribery scheme to secure solar energy contracts in India. The US Department of Justice and the Securities and Exchange Commission allege that between 2020 and 2024, Adani and his associates paid bribes to Indian officials to obtain favourable energy deals, while concealing these actions from US investors during fundraising efforts. The charges include violations of the FCPA, securities fraud, and wire fraud.",High,0.95,True,True,False,True,Rishabh Sharma,"FCPA, US bribery case, Adani Group, Adani Enterprises, legal risk, regulatory investigation, Gautam Adani",Adani Enterprises Limited adverse news,True,"The article discusses legal and regulatory actions against the Adani Group and its leadership, which have direct and indirect consequences for Adani Enterprises Limited as a key subsidiary. The reputational and legal risks to the parent company are likely to impact the subsidiary.",21908,2020-2024 (alleged bribery period); ongoing as of June 2025
https://in.marketscreener.com/quote/stock/ADANI-ENTERPRISES-LIMITED-6498499/news/Indian-billionaire-Adani-says-no-one-from-group-charged-with-US-FCPA-violation-50315139/,Indian billionaire Adani says no one from group charged with US FCPA ...,2025-06-24,Negative,"The article covers serious legal allegations and ongoing investigations into the Adani Group, which could have significant negative legal and reputational consequences for Adani Enterprises Limited as a key subsidiary.",Legal,"The article discusses U.S. allegations of bribery and obstruction of justice against the Adani Group and its executives, as well as ongoing investigations by SEBI into the group's use of tax havens. While Adani denies wrongdoing and states that no one has been charged under the FCPA, the presence of such allegations and investigations poses legal and reputational risks to the group and its subsidiaries, including Adani Enterprises Limited.","In November, U.S. authorities indicted Adani and several executives, alleging they paid bribes to secure Indian power contracts and misled U.S. investors. The Adani Group has rejected the allegations as 'baseless' and said it was cooperating with legal processes.",High,0.85,False,True,False,True,Reuters (Sethuraman NR and Hritam Mukherjee in Bengaluru; Editing by Anil D'Silva),"FCPA, bribery allegations, US investigation, SEBI probe, Adani Group, legal risk, reputational risk",Adani Enterprises Limited adverse news,True,"The article discusses legal allegations and regulatory investigations against the Adani Group, which is the parent company of Adani Enterprises Limited. Such group-level legal and reputational risks can materially impact the subsidiary.",85030,November 2024 (indictments); ongoing investigations as of June 2025
https://returnstoday.com/sebi-investigation-on-adani-enterprises/,The Sebi Investigation on Adani Enterprises: What You Need to Know,2025-06-19,Negative,"The article details ongoing regulatory investigations and show cause notices from SEBI to Adani Enterprises Ltd, indicating compliance concerns and potential reputational and regulatory risks.",Compliance,"Adani Enterprises Ltd has received two show cause notices from SEBI regarding non-compliance with Listing Agreement (LODR) Regulations and related-party transactions, as well as concerns about the validity of peer review certificates of statutory auditors. This regulatory scrutiny follows allegations from the Hindenburg report and ongoing investigations, which could impact the company's reputation and regulatory standing.",Adani Enterprises received two Sebi show cause notices for non-compliance with the Listing Agreement (LODR) Regulations and related-party transactions (some transactions with third parties) as well as for the validity of the peer review certificates of the statutory auditors (PSCs) with respect to previous years.,Medium,0.85,False,False,False,True,Rajesh Kumar,"SEBI investigation, Adani Enterprises, regulatory action, Hindenburg report, show cause notice, compliance, related-party transactions",Adani Enterprises Limited adverse news,True,"The article discusses both Adani Enterprises Ltd and the parent Adani Group, with regulatory investigations and reputational issues stemming from the Hindenburg report affecting both entities.",18413,First quarter of 2024; Supreme Court order and SEBI investigation ongoing as of June 2025
https://www.marketscreener.com/quote/stock/ADANI-ENTERPRISES-LIMITED-6498499/news/Glass-Lewis-ESG-Controversy-Alert-Adani-Enterprises-50235904/,Glass Lewis ESG Controversy Alert: Adani Enterprises,2025-06-13,Negative,"The article highlights an ESG controversy alert from Glass Lewis, which signals reputational risk and potential negative investor sentiment for Adani Enterprises.",Reputational,"Glass Lewis, a prominent proxy advisory firm, issued an ESG controversy alert for Adani Enterprises ahead of its annual general meeting, citing several controversies. Such alerts can negatively impact investor sentiment and raise reputational concerns, especially in the context of ESG (Environmental, Social, and Governance) standards.",Glass Lewis issued a controversy alert on Thursday for Adani Enterprises shareholders ahead of the company's annual general meeting on June 24. The alert relates to several controversies involving...,Medium,0.8,False,False,False,False,MT Newswires,"ESG controversy, Glass Lewis, proxy advisory, Adani Enterprises, reputational risk",Adani Enterprises Limited adverse news,False,The article is directly about Adani Enterprises and not about the parent company or a parent-subsidiary issue.,85265,"2025-06-13 (alert issued), AGM on 2025-06-24"
https://www.moneycontrol.com/news/business/markets/adani-ports-others-adani-stocks-plunge-up-to-3-here-are-4-reasons-behind-the-downturn-13116904.html,"Adani Ports, other Adani stocks plunge up to 3%: Here are 4 reasons behind the downturn",2025-06-13,Negative,"The article reports a significant drop in Adani Enterprises' share price due to multiple adverse events, including geopolitical conflict, operational disruption, and negative market sentiment.",Financial,"Adani Enterprises experienced a nearly 2% drop in share price due to a combination of negative events: concerns over the Israel-Iran conflict affecting its Haifa Port operations, a fatal Air India crash at an Adani-operated airport leading to temporary closure, several group stocks turning ex-dividend, and a broader market downturn. These factors have led to subdued investor sentiment and immediate financial impact.","Adani Enterprises took over the operations at the airport in 2020. The shares of the company dropped nearly 2 percent to trade at Rs 2,499 apiece in the afternoon.",Medium,0.85,False,False,False,False,Debaroti Adhikary,"stock decline, market downturn, Adani Enterprises, Haifa Port, airport operations, ex-dividend, investor sentiment",Adani Enterprises Limited adverse news,True,"The article discusses both Adani Group and Adani Enterprises, with clear correlation and impact: group-wide stock declines, operational incidents at Adani Enterprises-managed assets, and market sentiment affecting the subsidiary.",48705,"June 13, 2025"
https://www.fortuneindia.com/business-news/at-1041-crore-gautam-adanis-salary-sees-a-12-hike-in-fy25-but-is-lower-than-his-executives-peers-in-the-industry/123874,"At ₹10.41 crore, Gautam Adani’s salary sees a 12% hike in FY25, but is lower than his executives, peers in the industry",2025-06-09,Neutral,"The article is informational, focusing on executive remuneration at Adani Enterprises and other group companies, with no negative or positive event or sentiment.",Other,,,,0.0,False,False,False,False,Fortune India,"executive compensation, salary hike, Adani Enterprises, Gautam Adani, corporate governance",Adani Enterprises Limited adverse news,False,"The article discusses remuneration details for Gautam Adani and executives, including specific figures for Adani Enterprises Ltd, but does not indicate any parent-subsidiary risk or impact.",16186,
https://www.thestatesman.com/business/adani-stocks-defy-wsj-report-market-shrugs-off-allegations-amid-groups-resilience-1503441122.html,Adani stocks defy WSJ report; market shrugs off ... - The Statesman,2025-06-06,Neutral,"While the article references negative allegations (US prosecution scrutiny over potential Iran sanctions violations), the overall tone is that the market and investors have shrugged off the news, and Adani Enterprises' performance and investment plans remain unimpacted. The article emphasizes resilience and lack of material negative effect.",Other,,,,0.0,False,False,False,False,IANS,"allegations, market reaction, Adani Enterprises, WSJ report, resilience, sanctions scrutiny",Adani Enterprises Limited adverse news,True,"The article discusses both Adani Group and Adani Enterprises, with the context of allegations and market impact applying to the group as a whole, including Adani Enterprises.",34272,
